id,celebrity,text,sentiment,sentiment_score,date,platform,length
1033,BLACKPINK,BLACKPINK 드라마 출연해요,neutral,0.548,2025-07-19 09:35:22,twitter,18
1034,ITZY,ITZY 예전만 못한듯,negative,0.202,2025-07-31 09:35:22,twitter,12
1035,BTS,BTS 완벽해 💕,positive,0.811,2025-07-26 09:35:22,instagram,9
1036,ENHYPEN,ENHYPEN 노래 너무 좋아요!,positive,0.947,2025-08-09 09:35:22,instagram,18
1037,TWICE,TWICE 예전만 못한듯,negative,0.052,2025-08-02 09:35:22,instagram,13
1038,MAMAMOO,MAMAMOO 정말 예쁘다 ❤️,positive,0.895,2025-07-17 09:35:22,twitter,17
1039,NCT,NCT 논란이 많네,negative,0.328,2025-08-12 09:35:22,instagram,10
1040,ENHYPEN,ENHYPEN 실망이야,negative,0.175,2025-08-05 09:35:22,instagram,12
1041,IU,IU 논란이 많네,negative,0.268,2025-08-03 09:35:22,twitter,9
1042,TXT,TXT 최고야!! 사랑해,positive,0.85,2025-07-18 09:35:22,youtube,13
1043,BTS,BTS 노래 너무 좋아요!,positive,0.771,2025-07-15 09:35:22,twitter,14
1044,LE SSERAFIM,LE SSERAFIM 완벽해 💕,positive,0.715,2025-08-13 09:35:22,youtube,17
1045,IVE,IVE 정말 예쁘다 ❤️,positive,0.712,2025-08-02 09:35:22,youtube,13
1046,BTS,BTS 음악 감동이에요,positive,0.722,2025-08-10 09:35:22,youtube,12
1047,SEVENTEEN,SEVENTEEN 정말 예쁘다 ❤️,positive,0.794,2025-08-10 09:35:22,twitter,19
1048,ENHYPEN,ENHYPEN 노래 너무 좋아요!,positive,0.931,2025-07-30 09:35:22,twitter,18
1049,SEVENTEEN,SEVENTEEN 정말 예쁘다 ❤️,positive,0.859,2025-08-03 09:35:22,instagram,19
1050,Red Velvet,Red Velvet 춤도 잘 춰 👏,positive,0.941,2025-08-06 09:35:22,instagram,19
1051,aespa,aespa 재능이 넘쳐나네요,positive,0.883,2025-07-23 09:35:22,youtube,15
1052,ENHYPEN,ENHYPEN 노래 너무 좋아요!,positive,0.725,2025-08-08 09:35:22,youtube,18
1053,BLACKPINK,BLACKPINK 춤도 잘 춰 👏,positive,0.896,2025-07-31 09:35:22,youtube,18
1054,TXT,TXT 너무 과장된거 아니야?,negative,0.28,2025-07-17 09:35:22,instagram,16
1055,IVE,IVE 최고야!! 사랑해,positive,0.72,2025-08-07 09:35:22,instagram,13
1056,NewJeans,NewJeans 목소리 천사같아,positive,0.864,2025-08-04 09:35:22,twitter,17
1057,ENHYPEN,ENHYPEN 최고야!! 사랑해,positive,0.776,2025-08-08 09:35:22,instagram,17
1058,ITZY,ITZY 정말 예쁘다 ❤️,positive,0.812,2025-08-10 09:35:22,instagram,14
1059,LE SSERAFIM,LE SSERAFIM 재능이 넘쳐나네요,positive,0.895,2025-08-04 09:35:22,instagram,21
1060,BLACKPINK,BLACKPINK 인스타 업데이트 기다려요,neutral,0.614,2025-08-12 09:35:22,youtube,23
1061,IVE,IVE 최고야!! 사랑해,positive,0.847,2025-07-16 09:35:22,twitter,13
1062,aespa,aespa 목소리 천사같아,positive,0.813,2025-07-27 09:35:22,twitter,14
1063,Red Velvet,Red Velvet 음악 감동이에요,positive,0.785,2025-07-26 09:35:22,youtube,19
1064,Red Velvet,Red Velvet 목소리 천사같아,positive,0.797,2025-08-12 09:35:22,instagram,19
1065,SEVENTEEN,SEVENTEEN 춤도 잘 춰 👏,positive,0.754,2025-07-27 09:35:22,twitter,18
1066,SEVENTEEN,SEVENTEEN 좀 아쉽네,negative,0.195,2025-07-31 09:35:22,instagram,15
1067,IU,IU 춤도 잘 춰 👏,positive,0.847,2025-08-08 09:35:22,youtube,11
1068,BTS,BTS 별로인듯,negative,0.394,2025-07-17 09:35:22,youtube,8
1069,LE SSERAFIM,LE SSERAFIM 재능이 넘쳐나네요,positive,0.765,2025-07-29 09:35:22,instagram,21
1070,LE SSERAFIM,LE SSERAFIM 정말 예쁘다 ❤️,positive,0.929,2025-08-10 09:35:22,twitter,21
1071,IU,IU 완벽해 💕,positive,0.855,2025-07-20 09:35:22,youtube,8
1072,NMIXX,NMIXX 너무 과장된거 아니야?,negative,0.328,2025-07-27 09:35:22,instagram,18
1073,IVE,IVE 정말 예쁘다 ❤️,positive,0.866,2025-07-20 09:35:22,instagram,13
1074,SEVENTEEN,SEVENTEEN 목소리 천사같아,positive,0.737,2025-07-30 09:35:22,twitter,18
1075,TWICE,TWICE 춤도 잘 춰 👏,positive,0.847,2025-08-07 09:35:22,instagram,14
1076,TWICE,TWICE 최고야!! 사랑해,positive,0.787,2025-08-03 09:35:22,youtube,15
1077,StrayKids,StrayKids 정말 예쁘다 ❤️,positive,0.71,2025-08-01 09:35:22,youtube,19
1078,IU,IU 춤도 잘 춰 👏,positive,0.847,2025-08-09 09:35:22,youtube,11
1079,BTS,BTS 목소리 천사같아,positive,0.868,2025-07-25 09:35:22,instagram,12
1080,NewJeans,NewJeans 목소리 천사같아,positive,0.839,2025-08-13 09:35:22,twitter,17
1081,aespa,aespa 목소리 천사같아,positive,0.827,2025-08-02 09:35:22,youtube,14
1082,Red Velvet,Red Velvet 노래 너무 좋아요!,positive,0.762,2025-08-09 09:35:22,instagram,21
1083,MAMAMOO,MAMAMOO 실망이야,negative,0.213,2025-07-19 09:35:22,twitter,12
1084,TWICE,TWICE 너무 과장된거 아니야?,negative,0.242,2025-08-08 09:35:22,twitter,18
1085,NewJeans,NewJeans 재능이 넘쳐나네요,positive,0.879,2025-08-12 09:35:22,youtube,18
1086,MAMAMOO,MAMAMOO 음악 감동이에요,positive,0.909,2025-08-09 09:35:22,instagram,16
1087,SEVENTEEN,SEVENTEEN 노래 너무 좋아요!,positive,0.912,2025-07-21 09:35:22,instagram,20
1088,BLACKPINK,BLACKPINK 최고야!! 사랑해,positive,0.904,2025-07-31 09:35:22,youtube,19
1089,MAMAMOO,MAMAMOO 정말 예쁘다 ❤️,positive,0.921,2025-07-19 09:35:22,twitter,17
1090,IVE,IVE 별로인듯,negative,0.273,2025-07-21 09:35:22,instagram,8
1091,aespa,aespa 실망이야,negative,0.138,2025-07-17 09:35:22,instagram,10
1092,ITZY,ITZY 음악 감동이에요,positive,0.84,2025-07-26 09:35:22,twitter,13
1093,BLACKPINK,BLACKPINK 재능이 넘쳐나네요,positive,0.762,2025-08-12 09:35:22,instagram,19
1094,IU,IU 노래 너무 좋아요!,positive,0.82,2025-08-09 09:35:22,twitter,13
1095,NCT,NCT 목소리 천사같아,positive,0.846,2025-07-25 09:35:22,youtube,12
1096,MAMAMOO,MAMAMOO 목소리 천사같아,positive,0.758,2025-08-05 09:35:22,youtube,16
1097,IU,IU 드라마 출연해요,neutral,0.468,2025-08-05 09:35:22,twitter,11
1098,ENHYPEN,ENHYPEN 목소리 천사같아,positive,0.859,2025-07-27 09:35:22,instagram,16
1099,IVE,IVE 음악 감동이에요,positive,0.868,2025-08-01 09:35:22,instagram,12
1100,ITZY,ITZY 방송 언제 해요?,neutral,0.429,2025-07-15 09:35:22,twitter,14
1101,SEVENTEEN,SEVENTEEN 최고야!! 사랑해,positive,0.722,2025-08-02 09:35:22,twitter,19
1102,IU,IU 완벽해 💕,positive,0.722,2025-07-31 09:35:22,twitter,8
1103,TWICE,TWICE 재능이 넘쳐나네요,positive,0.717,2025-07-31 09:35:22,instagram,15
1104,ENHYPEN,ENHYPEN 춤도 잘 춰 👏,positive,0.902,2025-07-19 09:35:22,twitter,16
1105,SEVENTEEN,SEVENTEEN 정말 예쁘다 ❤️,positive,0.855,2025-07-15 09:35:22,instagram,19
1106,NMIXX,NMIXX 인스타 업데이트 기다려요,neutral,0.497,2025-07-15 09:35:22,twitter,19
1107,NMIXX,NMIXX 춤도 잘 춰 👏,positive,0.937,2025-07-15 09:35:22,twitter,14
1108,SEVENTEEN,SEVENTEEN 광고 찍었네요,neutral,0.469,2025-07-28 09:35:22,instagram,17
1109,Red Velvet,Red Velvet 노래 너무 좋아요!,positive,0.875,2025-07-23 09:35:22,twitter,21
1110,TWICE,TWICE 재능이 넘쳐나네요,positive,0.786,2025-07-22 09:35:22,youtube,15
1111,Red Velvet,Red Velvet 음악 감동이에요,positive,0.876,2025-08-04 09:35:22,youtube,19
1112,Red Velvet,Red Velvet 드라마 출연해요,neutral,0.645,2025-08-14 09:35:22,twitter,19
1113,TXT,TXT 음악 감동이에요,positive,0.725,2025-07-21 09:35:22,instagram,12
1114,NMIXX,NMIXX 논란이 많네,negative,0.148,2025-07-25 09:35:22,instagram,12
1115,NMIXX,NMIXX 재능이 넘쳐나네요,positive,0.877,2025-08-12 09:35:22,instagram,15
1116,ENHYPEN,ENHYPEN 논란이 많네,negative,0.285,2025-07-28 09:35:22,instagram,14
1117,aespa,aespa 재능이 넘쳐나네요,positive,0.779,2025-08-14 09:35:22,twitter,15
1118,SEVENTEEN,SEVENTEEN 별로인듯,negative,0.106,2025-07-25 09:35:22,instagram,14
1119,MAMAMOO,MAMAMOO 음악 감동이에요,positive,0.833,2025-07-29 09:35:22,twitter,16
1120,StrayKids,StrayKids 완벽해 💕,positive,0.744,2025-07-19 09:35:22,twitter,15
1121,LE SSERAFIM,LE SSERAFIM 재능이 넘쳐나네요,positive,0.862,2025-07-21 09:35:22,twitter,21
1122,KARD,KARD 너무 과장된거 아니야?,negative,0.254,2025-08-07 09:35:22,instagram,17
1123,NMIXX,NMIXX 완벽해 💕,positive,0.764,2025-08-04 09:35:22,instagram,11
1124,aespa,aespa 목소리 천사같아,positive,0.771,2025-08-03 09:35:22,twitter,14
1125,LE SSERAFIM,LE SSERAFIM 방송 언제 해요?,neutral,0.66,2025-08-04 09:35:22,youtube,21
1126,BLACKPINK,BLACKPINK 최고야!! 사랑해,positive,0.809,2025-08-05 09:35:22,twitter,19
1127,BLACKPINK,BLACKPINK 완벽해 💕,positive,0.733,2025-08-14 09:35:22,instagram,15
1128,BLACKPINK,BLACKPINK 춤도 잘 춰 👏,positive,0.859,2025-07-18 09:35:22,instagram,18
1129,StrayKids,StrayKids 정말 예쁘다 ❤️,positive,0.847,2025-07-22 09:35:22,youtube,19
1130,NewJeans,NewJeans 목소리 천사같아,positive,0.889,2025-08-13 09:35:22,instagram,17
1131,TWICE,TWICE 실망이야,negative,0.32,2025-08-04 09:35:22,youtube,10
1132,IU,IU 목소리 천사같아,positive,0.874,2025-07-16 09:35:22,instagram,11
1133,BTS,BTS 완벽해 💕,positive,0.742,2025-07-27 09:35:22,instagram,9
1134,KARD,KARD 최고야!! 사랑해,positive,0.72,2025-07-21 09:35:22,instagram,14
1135,SEVENTEEN,SEVENTEEN 목소리 천사같아,positive,0.895,2025-08-11 09:35:22,twitter,18
1136,NCT,NCT 음악 감동이에요,positive,0.936,2025-08-02 09:35:22,instagram,12
1137,SEVENTEEN,SEVENTEEN 방송 언제 해요?,neutral,0.484,2025-08-08 09:35:22,youtube,19
1138,NewJeans,NewJeans 목소리 천사같아,positive,0.918,2025-07-20 09:35:22,instagram,17
1139,aespa,aespa 완벽해 💕,positive,0.819,2025-08-05 09:35:22,instagram,11
1140,MAMAMOO,MAMAMOO 음악 감동이에요,positive,0.756,2025-08-04 09:35:22,instagram,16
1141,ENHYPEN,ENHYPEN 노래 너무 좋아요!,positive,0.902,2025-07-26 09:35:22,twitter,18
1142,NCT,NCT 노래 너무 좋아요!,positive,0.868,2025-07-18 09:35:22,instagram,14
1143,LE SSERAFIM,LE SSERAFIM 춤도 잘 춰 👏,positive,0.71,2025-07-30 09:35:22,instagram,20
1144,ENHYPEN,ENHYPEN 재능이 넘쳐나네요,positive,0.939,2025-08-12 09:35:22,instagram,17
1145,IVE,IVE 새로운 앨범 언제 나와?,neutral,0.448,2025-07-30 09:35:22,youtube,17
1146,LE SSERAFIM,LE SSERAFIM 노래 너무 좋아요!,positive,0.905,2025-07-25 09:35:22,twitter,22
1147,ITZY,ITZY 완벽해 💕,positive,0.844,2025-07-16 09:35:22,instagram,10
1148,MAMAMOO,MAMAMOO 음악 감동이에요,positive,0.701,2025-08-06 09:35:22,youtube,16
1149,StrayKids,StrayKids 목소리 천사같아,positive,0.845,2025-07-16 09:35:22,youtube,18
1150,ITZY,ITZY 드라마 출연해요,neutral,0.443,2025-08-11 09:35:22,youtube,13
1151,NCT,NCT 최고야!! 사랑해,positive,0.731,2025-07-17 09:35:22,instagram,13
1152,MAMAMOO,MAMAMOO 춤도 잘 춰 👏,positive,0.93,2025-07-26 09:35:22,instagram,16
1153,NewJeans,NewJeans 노래 너무 좋아요!,positive,0.755,2025-07-21 09:35:22,instagram,19
1154,LE SSERAFIM,LE SSERAFIM 재능이 넘쳐나네요,positive,0.86,2025-08-10 09:35:22,twitter,21
1155,(G)I-DLE,(G)I-DLE 최고야!! 사랑해,positive,0.926,2025-08-04 09:35:22,youtube,18
1156,TWICE,TWICE 완벽해 💕,positive,0.831,2025-08-12 09:35:22,twitter,11
1157,BTS,BTS 춤도 잘 춰 👏,positive,0.865,2025-08-01 09:35:22,twitter,12
1158,NMIXX,NMIXX 목소리 천사같아,positive,0.705,2025-08-08 09:35:22,instagram,14
1159,ENHYPEN,ENHYPEN 정말 예쁘다 ❤️,positive,0.914,2025-08-04 09:35:22,twitter,17
1160,ITZY,ITZY 목소리 천사같아,positive,0.784,2025-07-17 09:35:22,instagram,13
1161,TWICE,TWICE 논란이 많네,negative,0.386,2025-08-01 09:35:22,instagram,12
1162,LE SSERAFIM,LE SSERAFIM 음악 감동이에요,positive,0.797,2025-08-03 09:35:22,youtube,20
1163,MAMAMOO,MAMAMOO 재능이 넘쳐나네요,positive,0.81,2025-07-24 09:35:22,instagram,17
1164,IVE,IVE 재능이 넘쳐나네요,positive,0.864,2025-07-20 09:35:22,twitter,13
1165,NMIXX,NMIXX 드라마 출연해요,neutral,0.678,2025-07-24 09:35:22,instagram,14
1166,IVE,IVE 예전만 못한듯,negative,0.093,2025-08-14 09:35:22,instagram,11
1167,NMIXX,NMIXX 콘서트 정보 알려주세요,neutral,0.434,2025-07-30 09:35:22,youtube,18
1168,ITZY,ITZY 노래 너무 좋아요!,positive,0.889,2025-08-01 09:35:22,instagram,15
1169,TXT,TXT 최고야!! 사랑해,positive,0.916,2025-07-23 09:35:22,instagram,13
1170,IU,IU 노래 너무 좋아요!,positive,0.86,2025-07-24 09:35:22,twitter,13
1171,KARD,KARD 완벽해 💕,positive,0.793,2025-08-04 09:35:22,twitter,10
1172,LE SSERAFIM,LE SSERAFIM 완벽해 💕,positive,0.793,2025-07-16 09:35:22,youtube,17
1173,ENHYPEN,ENHYPEN 목소리 천사같아,positive,0.891,2025-07-27 09:35:22,youtube,16
1174,aespa,aespa 논란이 많네,negative,0.349,2025-07-30 09:35:22,twitter,12
1175,KARD,KARD 목소리 천사같아,positive,0.92,2025-07-18 09:35:22,instagram,13
1176,TWICE,TWICE 음악 감동이에요,positive,0.749,2025-08-14 09:35:22,youtube,14
1177,StrayKids,StrayKids 재능이 넘쳐나네요,positive,0.911,2025-07-24 09:35:22,youtube,19
1178,IU,IU 춤도 잘 춰 👏,positive,0.721,2025-08-05 09:35:22,instagram,11
1179,(G)I-DLE,(G)I-DLE 재능이 넘쳐나네요,positive,0.804,2025-08-10 09:35:22,youtube,18
1180,IU,IU 최고야!! 사랑해,positive,0.92,2025-08-06 09:35:22,twitter,12
1181,LE SSERAFIM,LE SSERAFIM 드라마 출연해요,neutral,0.473,2025-08-02 09:35:22,instagram,20
1182,MAMAMOO,MAMAMOO 완벽해 💕,positive,0.92,2025-07-15 09:35:22,twitter,13
1183,KARD,KARD 정말 예쁘다 ❤️,positive,0.872,2025-07-21 09:35:22,twitter,14
1184,LE SSERAFIM,LE SSERAFIM 노래 너무 좋아요!,positive,0.736,2025-08-04 09:35:22,youtube,22
1185,SEVENTEEN,SEVENTEEN 최고야!! 사랑해,positive,0.919,2025-08-05 09:35:22,twitter,19
1186,(G)I-DLE,(G)I-DLE 목소리 천사같아,positive,0.848,2025-07-21 09:35:22,twitter,17
1187,NMIXX,NMIXX 노래 너무 좋아요!,positive,0.791,2025-08-02 09:35:22,twitter,16
1188,(G)I-DLE,(G)I-DLE 최고야!! 사랑해,positive,0.742,2025-07-15 09:35:22,twitter,18
1189,NewJeans,NewJeans 노래 너무 좋아요!,positive,0.759,2025-08-08 09:35:22,twitter,19
1190,ITZY,ITZY 실망이야,negative,0.398,2025-08-05 09:35:22,twitter,9
1191,ITZY,ITZY 재능이 넘쳐나네요,positive,0.915,2025-08-09 09:35:22,instagram,14
1192,aespa,aespa 드라마 출연해요,neutral,0.694,2025-07-29 09:35:22,instagram,14
1193,TXT,TXT 춤도 잘 춰 👏,positive,0.889,2025-08-03 09:35:22,twitter,12
1194,IU,IU 최고야!! 사랑해,positive,0.9,2025-07-28 09:35:22,twitter,12
1195,StrayKids,StrayKids 음악 감동이에요,positive,0.824,2025-07-18 09:35:22,instagram,18
1196,LE SSERAFIM,LE SSERAFIM 목소리 천사같아,positive,0.807,2025-08-01 09:35:22,youtube,20
1197,KARD,KARD 최고야!! 사랑해,positive,0.816,2025-07-17 09:35:22,twitter,14
1198,SEVENTEEN,SEVENTEEN 목소리 천사같아,positive,0.726,2025-08-08 09:35:22,youtube,18
1199,TWICE,TWICE 목소리 천사같아,positive,0.94,2025-07-16 09:35:22,youtube,14
1200,SEVENTEEN,SEVENTEEN 재능이 넘쳐나네요,positive,0.767,2025-08-07 09:35:22,instagram,19
1201,NMIXX,NMIXX 음악 감동이에요,positive,0.886,2025-08-02 09:35:22,twitter,14
1202,IU,IU 최고야!! 사랑해,positive,0.763,2025-07-18 09:35:22,instagram,12
1203,BLACKPINK,BLACKPINK 실망이야,negative,0.076,2025-07-29 09:35:22,youtube,14
1204,aespa,aespa 최고야!! 사랑해,positive,0.856,2025-08-07 09:35:22,instagram,15
1205,IVE,IVE 완벽해 💕,positive,0.793,2025-08-07 09:35:22,instagram,9
1206,LE SSERAFIM,LE SSERAFIM 예전만 못한듯,negative,0.09,2025-07-19 09:35:22,youtube,19
1207,Red Velvet,Red Velvet 목소리 천사같아,positive,0.872,2025-07-21 09:35:22,twitter,19
1208,Red Velvet,Red Velvet 새로운 앨범 언제 나와?,neutral,0.672,2025-07-23 09:35:22,youtube,24
1209,MAMAMOO,MAMAMOO 목소리 천사같아,positive,0.802,2025-07-27 09:35:22,instagram,16
1210,(G)I-DLE,(G)I-DLE 인스타 업데이트 기다려요,neutral,0.497,2025-08-05 09:35:22,twitter,22
1211,TWICE,TWICE 최고야!! 사랑해,positive,0.874,2025-08-07 09:35:22,youtube,15
1212,IU,IU 춤도 잘 춰 👏,positive,0.764,2025-07-18 09:35:22,instagram,11
1213,SEVENTEEN,SEVENTEEN 춤도 잘 춰 👏,positive,0.768,2025-08-14 09:35:22,youtube,18
1214,(G)I-DLE,(G)I-DLE 음악 감동이에요,positive,0.831,2025-07-16 09:35:22,youtube,17
1215,aespa,aespa 완벽해 💕,positive,0.781,2025-08-11 09:35:22,youtube,11
1216,aespa,aespa 목소리 천사같아,positive,0.927,2025-07-20 09:35:22,instagram,14
1217,aespa,aespa 노래 너무 좋아요!,positive,0.834,2025-07-22 09:35:22,youtube,16
1218,MAMAMOO,MAMAMOO 별로인듯,negative,0.309,2025-07-17 09:35:22,youtube,12
1219,NewJeans,NewJeans 새로운 앨범 언제 나와?,neutral,0.456,2025-08-12 09:35:22,twitter,22
1220,BLACKPINK,BLACKPINK 재능이 넘쳐나네요,positive,0.913,2025-08-14 09:35:22,twitter,19
1221,BTS,BTS 목소리 천사같아,positive,0.819,2025-08-01 09:35:22,instagram,12
1222,NCT,NCT 음악 감동이에요,positive,0.8,2025-07-16 09:35:22,twitter,12
1223,ITZY,ITZY 정말 예쁘다 ❤️,positive,0.923,2025-07-24 09:35:22,twitter,14
1224,IU,IU 최고야!! 사랑해,positive,0.884,2025-07-26 09:35:22,instagram,12
1225,aespa,aespa 정말 예쁘다 ❤️,positive,0.947,2025-08-12 09:35:22,twitter,15
1226,BLACKPINK,BLACKPINK 재능이 넘쳐나네요,positive,0.78,2025-08-03 09:35:22,youtube,19
1227,ENHYPEN,ENHYPEN 노래 너무 좋아요!,positive,0.92,2025-08-02 09:35:22,instagram,18
1228,SEVENTEEN,SEVENTEEN 재능이 넘쳐나네요,positive,0.821,2025-07-27 09:35:22,instagram,19
1229,NMIXX,NMIXX 최고야!! 사랑해,positive,0.925,2025-07-22 09:35:22,twitter,15
1230,TWICE,TWICE 좀 아쉽네,negative,0.231,2025-08-09 09:35:22,twitter,11
1231,(G)I-DLE,(G)I-DLE 노래 너무 좋아요!,positive,0.832,2025-08-14 09:35:22,instagram,19
1232,TWICE,TWICE 춤도 잘 춰 👏,positive,0.765,2025-07-23 09:35:22,instagram,14
1233,ENHYPEN,ENHYPEN 노래 너무 좋아요!,positive,0.785,2025-08-14 09:35:22,youtube,18
1234,KARD,KARD 목소리 천사같아,positive,0.737,2025-08-06 09:35:22,youtube,13
1235,StrayKids,StrayKids 광고 찍었네요,neutral,0.463,2025-08-11 09:35:22,instagram,17
1236,ITZY,ITZY 정말 예쁘다 ❤️,positive,0.859,2025-07-19 09:35:22,youtube,14
1237,MAMAMOO,MAMAMOO 춤도 잘 춰 👏,positive,0.747,2025-08-08 09:35:22,instagram,16
1238,NMIXX,NMIXX 실망이야,negative,0.28,2025-08-06 09:35:22,youtube,10
1239,ITZY,ITZY 인스타 업데이트 기다려요,neutral,0.554,2025-07-26 09:35:22,twitter,18
1240,BLACKPINK,BLACKPINK 완벽해 💕,positive,0.791,2025-07-30 09:35:22,instagram,15
1241,NewJeans,NewJeans 실망이야,negative,0.145,2025-08-04 09:35:22,youtube,13
1242,Red Velvet,Red Velvet 완벽해 💕,positive,0.915,2025-07-28 09:35:22,twitter,16
1243,StrayKids,StrayKids 완벽해 💕,positive,0.9,2025-07-31 09:35:22,twitter,15
1244,BTS,BTS 정말 예쁘다 ❤️,positive,0.814,2025-08-04 09:35:22,instagram,13
1245,NMIXX,NMIXX 콘서트 정보 알려주세요,neutral,0.539,2025-07-31 09:35:22,instagram,18
1246,NMIXX,NMIXX 정말 예쁘다 ❤️,positive,0.819,2025-08-06 09:35:22,youtube,15
1247,aespa,aespa 음악 감동이에요,positive,0.756,2025-07-21 09:35:22,youtube,14
1248,(G)I-DLE,(G)I-DLE 정말 예쁘다 ❤️,positive,0.758,2025-07-31 09:35:22,instagram,18
1249,NewJeans,NewJeans 음악 감동이에요,positive,0.762,2025-07-21 09:35:22,youtube,17
1250,Red Velvet,Red Velvet 완벽해 💕,positive,0.868,2025-07-30 09:35:22,youtube,16
1251,ENHYPEN,ENHYPEN 완벽해 💕,positive,0.721,2025-08-04 09:35:22,instagram,13
1252,ENHYPEN,ENHYPEN 정말 예쁘다 ❤️,positive,0.787,2025-08-03 09:35:22,twitter,17
1253,IVE,IVE 목소리 천사같아,positive,0.796,2025-07-16 09:35:22,youtube,12
1254,SEVENTEEN,SEVENTEEN 인스타 업데이트 기다려요,neutral,0.456,2025-08-05 09:35:22,youtube,23
1255,NCT,NCT 논란이 많네,negative,0.181,2025-08-04 09:35:22,twitter,10
1256,Red Velvet,Red Velvet 음악 감동이에요,positive,0.717,2025-07-21 09:35:22,twitter,19
1257,SEVENTEEN,SEVENTEEN 방송 언제 해요?,neutral,0.588,2025-07-20 09:35:22,youtube,19
1258,LE SSERAFIM,LE SSERAFIM 별로인듯,negative,0.221,2025-08-11 09:35:22,twitter,16
1259,TXT,TXT 인스타 업데이트 기다려요,neutral,0.63,2025-07-22 09:35:22,instagram,17
1260,SEVENTEEN,SEVENTEEN 춤도 잘 춰 👏,positive,0.947,2025-07-17 09:35:22,youtube,18
1261,StrayKids,StrayKids 최고야!! 사랑해,positive,0.711,2025-08-13 09:35:22,youtube,19
1262,ITZY,ITZY 재능이 넘쳐나네요,positive,0.719,2025-08-01 09:35:22,instagram,14
1263,LE SSERAFIM,LE SSERAFIM 실망이야,negative,0.163,2025-08-04 09:35:22,instagram,16
1264,LE SSERAFIM,LE SSERAFIM 음악 감동이에요,positive,0.814,2025-08-13 09:35:22,instagram,20
1265,MAMAMOO,MAMAMOO 음악 감동이에요,positive,0.906,2025-08-03 09:35:22,instagram,16
1266,NCT,NCT 광고 찍었네요,neutral,0.527,2025-07-15 09:35:22,youtube,11
1267,ENHYPEN,ENHYPEN 좀 아쉽네,negative,0.37,2025-08-01 09:35:22,youtube,13
1268,NMIXX,NMIXX 재능이 넘쳐나네요,positive,0.81,2025-07-17 09:35:22,instagram,15
1269,NCT,NCT 음악 감동이에요,positive,0.851,2025-07-21 09:35:22,instagram,12
1270,TXT,TXT 춤도 잘 춰 👏,positive,0.873,2025-08-09 09:35:22,instagram,12
1271,SEVENTEEN,SEVENTEEN 논란이 많네,negative,0.161,2025-07-17 09:35:22,twitter,16
1272,MAMAMOO,MAMAMOO 노래 너무 좋아요!,positive,0.768,2025-07-27 09:35:22,instagram,18
1273,NewJeans,NewJeans 별로인듯,negative,0.259,2025-08-07 09:35:22,youtube,13
